Timestamp	TOTUSJH	TOTBSQ	TOTPOT	TOTUSJZ	ABSNJZH	SAVNCPP	USFLUX	TOTFZ	MEANPOT	EPSZ	MEANSHR	SHRGT45	MEANGAM	MEANGBT	MEANGBZ	MEANGBH	MEANJZH	TOTFY	MEANJZD	MEANALP	TOTFX	EPSY	EPSX	R_VALUE	CRVAL1	CRLN_OBS	CRLT_OBS	CRVAL2	HC_ANGLE	SPEI	LAT_MIN	LON_MIN	LAT_MAX	LON_MAX	QUALITY	BFLARE	BFLARE_LABEL	CFLARE	CFLARE_LABEL	MFLARE	MFLARE_LABEL	XFLARE	XFLARE_LABEL	BFLARE_LOC	BFLARE_LABEL_LOC	CFLARE_LOC	CFLARE_LABEL_LOC	MFLARE_LOC	MFLARE_LABEL_LOC	XFLARE_LOC	XFLARE_LABEL_LOC	XR_MAX	XR_QUAL	IS_TMFI
2010-06-11 08:24:00	139.66602804898608	999802350.5338	1.1613751878503551e+22	3085326749320.1216	39.986329992673284	2011496966947.2124	1.2567435586516537e+21	-5.377239040773081e+23	3714.9536673192515	-0.4049790026332927	38.05537888278342	30.926083262531858	47.30529265827855	129.56536414409854	132.80362733336128	69.70603033658222	-0.01698654630105067	1.3659518709411177e+23	0.4897006080287957	-0.05693214597069333	-3.268336891064539e+23	-0.10287469501435507	0.2461500789488093	2.72689219086648	103.168961	64.29145799999999	0.571331	23.54525	44.21386372961288	True	22.302029	33.40855	25.063566	38.309071	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.616299999999999e-08	12	True
2010-06-11 08:36:00	141.8755312496787	1003750971.2080001	1.1892372200434606e+22	3095055665230.5786	47.77671264477385	2486831852958.2173	1.2407442534167287e+21	-5.310958424961641e+23	3874.858209748513	-0.3984136331188964	39.995331260373256	32.36694071830377	48.70508569818613	128.40922990558857	132.4910264448549	69.36671589565024	-0.020673609971775787	1.4719167942698553e+23	0.7757238499195113	-0.06807452693540482	-3.343093516467603e+23	-0.1104191881633884	0.2507897684704065	3.0707355710984903	103.169991	64.181938	0.572303	23.54525	44.30508683861989	True	22.205078	33.380726	25.098835	38.499313	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.6605e-08	12	True
2010-06-11 08:48:00	144.87758981484802	998467408.304	1.1427866021767793e+22	2960685626652.6187	45.185618134741794	2179589295456.671	1.2239444459879457e+21	-5.580716249919233e+23	4129.093721887835	-0.4208655356989448	37.27494443056281	26.391554702495203	45.54475592117305	137.38776735959013	140.46262366891753	73.81884774602351	-0.021682158413983584	1.5486442243671504e+23	0.3112172999948312	-0.06370057461093526	-3.385135949363081e+23	-0.11678984415392744	0.2552874919528596	2.9298300162603907	103.170952	64.07240300000001	0.57324	23.54525	44.396351235945474	True	22.171032	33.459156	25.131762	38.637688	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.749e-08	12	True
2010-06-11 09:00:00	146.7907715771266	1036973296.1111	1.1011695283605569e+22	2976796179939.3154	41.15398855992991	1598693729415.5386	1.2982507321555613e+21	-6.299661613045227e+23	3789.607940887105	-0.4574430814952038	36.392551325334395	25.13711151736746	45.03235523034604	136.51240488251244	139.4280550791898	72.26554314538035	-0.018808952723916767	1.4655072210693724e+23	-0.15919766459781218	-0.05446064148416512	-3.450353071703002e+23	-0.10641621412985468	0.25054363842303284	3.234454447258047	103.171906	63.96285200000001	0.574142	23.54525	44.48770854861595	True	22.138147	33.488991	25.163529999999998	38.796368	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.802100000000001e-08	12	True
2010-06-11 09:12:00	147.77447628709274	1086255265.1023998	1.0720531952090598e+22	2904576873313.788	46.56867801439008	1909724090626.557	1.3477361378822728e+21	-6.855071774907526e+23	3714.873442176919	-0.4751902547275945	33.89913162445925	21.12287160607455	43.873876350950425	140.1868454991366	143.69031022339712	73.33524462491489	-0.02143059273556837	1.4941812958191907e+23	-0.6719851273208105	-0.05812245847127634	-3.48947998985785e+23	-0.10357592362030472	0.2418890625357113	3.2427084427070643	103.172844	63.85329399999999	0.57501	23.54525	44.579142808980684	True	22.070812	33.48085	25.230985999999998	39.098099	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.6428e-08	12	True
2010-06-11 09:24:00	156.8621103784569	1132274091.6988	1.1347067847774449e+22	3193312385937.1265	46.3495819032905	1944298018024.5337	1.3797985537557156e+21	-7.13192706087106e+23	3765.619443937008	-0.474288500447342	34.917956255189445	23.314235345967393	46.49131904145664	141.43965032807986	146.94827277816262	73.5599573620928	-0.0204273168370606	1.5691229688893523e+23	0.3328585053373745	-0.05553180225926295	-3.501955479609061e+23	-0.10435005484213644	0.2328875770715292	3.1909993740662568	103.173813	63.743713	0.575843	23.54525	44.670706247543876	True	22.038107	33.559459999999994	25.263897	39.237904	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.5714e-08	12	True
2010-06-11 09:36:00	162.08828606622743	1173150864.097	1.1263300887231263e+22	3236402793203.422	36.070372809626775	1090324200260.2788	1.434615848046912e+21	-7.585097044711035e+23	3663.549221489437	-0.4868493751877557	33.558939522408245	22.59179265658747	45.23321649912959	143.43704948524766	149.20145131370916	72.78488331773416	-0.015581154561393857	1.451079036442909e+23	-0.35146640587736633	-0.04135802459976848	-3.717215408545613e+23	-0.0931374929122208	0.2385894324648913	3.2199403035150445	103.174713	63.634113	0.576643	23.54525	44.76231095328371	True	22.005569	33.627109999999995	25.264959	39.366734	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.5278e-08	12	True
2010-06-11 09:48:00	168.51499485730585	1202898059.3112	1.1838662455082653e+22	3392806724101.759	36.95076068457854	1600949492392.674	1.462343248065817e+21	-7.697348216394785e+23	3847.369057597563	-0.4818363420660008	33.35298423492253	23.04704359085024	45.059687669382	146.34083884964795	152.45623754802313	74.57097142308777	-0.0159476740114711	1.3181806023936646e+23	-0.1364265190295864	-0.04145952414978148	-3.867657684230394e+23	-0.08251508204954322	0.2421064993478857	3.1631558909324493	103.175591	63.52449	0.5774090000000001	23.54525	44.85399917167585	True	21.971102	33.707664	25.297859	39.504063	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.323299999999999e-08	12	True
2010-06-11 10:00:00	171.95684847683998	1254757116.1797	1.391165765673211e+22	3627808570275.103	54.26257814181121	3446108697030.0864	1.4866246813737804e+21	-7.206854563992064e+23	4163.470827202804	-0.4324873125083613	35.95581160445106	26.74880763116057	48.126020648136034	141.72568362362244	149.2932774407233	74.21841227168656	-0.021567002441101442	1.3984608822944743e+23	0.08015640939315431	-0.06037817313213961	-4.073301401094131e+23	-0.08392240793278688	0.2444410609862395	3.1335151852157486	103.176453	63.414848	0.5781430000000001	23.54525	44.94577114968481	True	21.907181	33.780975	25.29854	39.677937	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.386199999999999e-08	12	True
2010-06-11 10:12:00	200.4502234527929	1321038463.2165	1.4794351792451855e+22	4360535012147.165	66.35319745622337	3823485218969.593	1.5509583639479853e+21	-7.574686507909246e+23	4037.676707692795	-0.4317541317382712	38.803675002239146	32.113084450887996	49.55568138407812	136.8505282513464	147.8429224500046	73.25970165219638	-0.02404972724038542	1.506447398580617e+23	0.5118756783131049	-0.07016296663241396	-4.08993376934262e+23	-0.08586690523817837	0.2331246054349203	3.2580837869008565	103.177277	63.305176	0.5788449999999999	23.54525	45.03761715567799	True	21.80941	33.772129	25.300116	39.890514	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.235699999999999e-08	12	True
2010-06-11 10:24:00	205.0571758672163	1407772471.7047	1.6033800994777777e+22	4327068134193.5938	68.52441828956758	4421160183384.066	1.6329168561617424e+21	-7.904838886965008e+23	4176.145925123577	-0.4228125041063856	38.94034938776609	31.64994811483916	50.29719401550364	138.8881286490584	147.94600536197026	72.70504655696051	-0.023702669764637696	1.626417117500314e+23	-0.07234306554269743	-0.06842191283292895	-4.411450484077002e+23	-0.08699348639549842	0.2359588161865823	3.4426246278495443	103.178085	63.19548	0.579516	23.54525	45.1295495534301	True	21.808441000000002	33.818436	25.433660999999997	40.044098	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.5986e-08	12	True
2010-06-11 10:36:00	204.6352501955936	1469710762.6471	1.5114229177667591e+22	4592603453083.176	46.638234566326894	2869282530562.1733	1.8092241017985824e+21	-9.156637246692732e+23	3703.4864146600403	-0.4691281005974748	35.91598652629305	25.57761145460462	46.06056354573961	140.01568044855222	144.62452846844317	72.21026800038581	-0.01517677662425216	1.6606458897997462e+23	-0.4207615989928787	-0.04319968278280885	-4.594325553663901e+23	-0.08508097798983398	0.2353841440311797	3.2144841050008397	103.178856	63.085754	0.5801569999999999	23.54525	45.22155485681419	True	21.773405	33.857937	25.466832999999998	40.193348	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	7.374699999999999e-08	12	True
2010-06-11 10:48:00	205.6355163852119	1471022261.6119	1.5696473221263966e+22	4408516140632.472	39.10022408712144	1651730079410.5742	1.8092820174129487e+21	-8.883485347104197e+23	3755.7149951154884	-0.4547277235214132	36.552217900592325	26.151890689545606	47.70644025269879	136.17257291294922	144.7408798342907	70.26804483663254	-0.012424602506234969	1.655086265804441e+23	-0.1309723890144894	-0.03654334360090505	-4.651335774665923e+23	-0.08472053259210298	0.23809251048486424	3.3913234872787235	103.179596	62.975998	0.5807680000000001	23.54525	45.31363752817625	True	21.708664000000002	33.937453999999995	25.466133	40.355011	0.0	1.0	B1.4@80:Primary	0.0	None	0.0	None	0.0	None	1.0	B1.4@80:Primary	0.0	None	0.0	None	0.0	None	8.6427e-08	12	True
2010-06-11 11:00:00	207.40853357217202	1495060757.7832005	1.570922442599503e+22	4401199272488.863	7.569757664733112	1797732310047.022	1.8541831406441223e+21	-9.177822151919062e+23	3831.8230051768737	-0.4622406350201412	34.764049052132286	24.94331065759637	45.715688148072395	138.8925721604812	146.59789903745477	73.01055401363597	-0.0024521404809631072	1.4846561701394932e+23	-1.073683223972857	-0.006925231266615485	-4.581305293708164e+23	-0.07477464691646406	0.2307372525999533	3.4207091214519485	103.180305	62.866207	0.5813520000000001	23.54525	45.40579995777297	True	21.707106	34.011364	25.466391	40.487686	0.0	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	0.0	None	1.4271e-07	12	True
